,review_date,review_title,review_text,rating,date_of_stay,trip_type,reviewer_name,contribution,help_full_votes,location_reviewer,Location_rating,Service_rating,Cleanliness_rating,Rooms_rating,Sleep_Quality_rating,Value_rating
76,Nov 2020,Comfortable stay with good service and Excellent staff!!!,"Good hospitality and service starting at front desk, and offered us a quite beautiful room with mind refreshing environment. The staff is very sweet and helpful. We were in the hotel for 2 weeks, and was treated very nicely. The staff at the reception was extremely professional..

The restaurant, CITRUS Cafe staff Mr. BALA SRAVAN was very cheerful and always smiling, not only he helped us plan our breakfasts & dinners every day, he made us feel really special. I believe the hotel has a great staff, they always offering good services and food. And the room service guy was very nice and really treated us well.

Next trip to Hyderabad, I know where to stay. Lovely hotel!!",5.0,October 2020,,Ravikishore Tekuri,2,,,,,,,,
77,Nov 2020,Great Place to organise events as well as stay,"While I am familiar with Lemon Tree being a good place for corporate events, this was the first time we organised a family event (engagement ceremony) and we were impressed with the attention they gave to the details around service , food and venue.

Our event manager Ranjan and F&B executive Veda Vyas were around through out the time ensuring the guests were continuously fed with the delicious food prepared by Chef Madan and team. Every item on the menu from several starters to the desserts competed with each other to be the highlight of the day. I started with thinking Lasooni Murgh Tikka was a highlight but am inclined to vote for Shahi Tukda as we ended the meal with it’s sweetness.

Thanks to Gaurav (Ops Mgr) for continuously monitoring.

From a stay perspective , we booked the Presidential Suite , that was excellent with two big bed rooms, a large hall and a dining hall, a balcony and overall worth the money. Good view of the Hitech city metro station and the passing metro trains from the balcony.

A special shout out to Veda Vyas for going above and beyond to ensure our other meals such as breakfast and lunch in the in room dining were excellent as well.

Huge thanks to the Sales Director Sagnik for selling the right services to the right customer and ensuring they are delivered beyond expectations.

Also thanks to Varsha and others on the team for coordinating.

Thank you Lemon Tree.",5.0,November 2020,family,alibaig2015,18,6,"Hyderabad, India",,,,,,
78,Oct 2020,Best service,Good hospitality and service starting from hearth charmimg welcoming by Mr Iqbal at front desk beautiful room and mind freshing environment.. safe and secured recommended for visit of any kind.. lovely hotel,5.0,October 2020,business,Khan khan,1,,,,,,,,
79,Oct 2020,Great Service and Excellent staff,"I stayed in the hotel for 16 days due to self quarantine and then because I liked it. In particular, every service starting from online booking procedure through Mr. Vineet and Mr. Azhar were seamless and very professional. They gave me a very nice offer of their Presidential Suite with Food which I could not decline. The excellent services followed through to their housekeeping staff Mr. Suyash (hope I spelt it right) who was very helpful and smiling. It did not end here, the restaurant staff Ms Lipi was very cheerful and always smiling. Mr. Bala was quite helpful as well.
I think the hotel has a great staff, they followed all safety protocols and good services including the Restaurant (good chefs). I would stay again if I get a chance (hopefully leisure and not quarantine this time)",5.0,October 2020,,Justalok,6,,"Hyderabad, India",5.0,5.0,,,,5.0
80,Oct 2020,Review,Hotel is good and room service guy Akram is nice and really treated me well. They know how to behave with guests. They are taking good covid precautions. They sanitized the room as well. Ambiance is too good.,5.0,October 2020,business,Santosh,1,,,,,,,,
81,Oct 2020,Extrodrinary Service of Akram,"Most of my stay is great and enjoyed cleanliness of the room with service of Akram is a very helpful house keeper, he is best in time and cleanliness of the room, he is very honesty. Best of luck Akram",5.0,October 2020,business,Ram,1,,,,,,,,
82,Oct 2020,My Lockdown Stay,"I have been here for more than 80 wonderful days for any individual. It was like a very high class service especially the head chef named k.v Krishna has been given us best and awesome food during tenure of our stay.

I want to specially thank him for his services and made our stay pleasant.

Thanks & Regards
Venkatesh.V",5.0,October 2020,business,Venkatesh V,1,,,,,,,,
83,Oct 2020,Excellent room service,"I stayed in lemon tree, hitech city, Hyderabad for 3 days. And i was not sure how it is going to be, specially in the covid situation.

However, Akram from service department has not only been polite and humble but he also ensure to provide the services keeping the social distancing and other protocols in mind. Must say what a true determined and honest employee he is

Keep up the good work",5.0,October 2020,business,Prasad,1,,,,,,,,
84,Oct 2020,Excellent STAY!!,"All the facilities provided during COVID times are commendable.
Room cleanliness and house keeping were managed well by Akram and he was very polite and helpful. ALl the precautions are taken care well by the Hotel Team.
Thank-you Team for making the stay safe and comfortable.",5.0,October 2020,business,Akashdeep Sinha,1,,,,5.0,,,5.0,5.0
85,Oct 2020,Review,It was a great experience with lemon tree. And the service it provides was sooo good. Food was excellent we just loved it.... Thanks to chef madan... You cook great.. room was so excellent very much organised... Would love to vist again,5.0,October 2020,couple,Rahul N,1,,,,,,,,
86,Oct 2020,review,"Was there in the hotel at lockdown time they have taken very good care of us in the best possible way at that scarcity time...like to comeback if i get a chance.
All the staffs were helpful will never forget their dedication some of the name i remember Dipayan Feroz Anjani the manager and many of them everybody was helpful.",5.0,October 2020,solo,Manoj Reddy,1,,,,,,,,
87,Oct 2020,Ambience and service is nice,Ambience is good and nice service by lipi.She served with politely and with patience.Will visit next time.Happy to suggest to my friends.Quality of food is good and I would like to visit the restaurant once.,5.0,October 2020,couple,tarun k,1,,"Hyderabad District, India",,,,,,
88,Oct 2020,Nice Hotel,"""I has happy with my stay at the Hotel Lemontree., special thanks to Dipayan & Azhar who took good care of us with friendly staff. I enjoyed the buffet breakfast. Really, no complaints - I would stay there again and recommend it to others.""",5.0,October 2020,friends,Syed S,3,,"Dubai, United Arab Emirates",,,,,,
89,Oct 2020,Lamontree hotel,"Beautiful sevic mr Kunal and best hotel rooms and servic my goodness
Best location in hotel ,hotel staaf is very good response breakfast 👍
Hotel parking, security,lobby, and etc.good mentain next treep to come again lamontree thank u",5.0,October 2020,friends,Mohammad imran gazi,2,,,,,,,,
90,Oct 2020,Excellent stay with helpful staff,"Our experience with LemonTree Premier in Hi Tech city Hyderabad was amazing. Staff is very helpful. Suyush helped us in organising our room. Ram is sweet and always smiling. In the restaurant, Bala served us with everything we asked for & Lipi is very sweet to talk, always smiling and she served us very well, as if someone from home is serving. Our laptop broke and they provided us a replacement keyboard in no time.
Overall a great experience and worth staying here.",5.0,September 2020,family,Divya Sharma,1,,,,,,,,
91,Oct 2020,Marvellous experience,"Such A Memorable Experience we had as we celebrate Our Wedding anniversary at Lemon tree premier , Hi-tech city, Hyderabad. With the Wonderful assistance of Mr. Anjanee Kumar and Also Great Hospitality And service of Miss. Lipi during the Candle Light Dinner We Had A Wonderful Experience. THANKS TO E.VIBES TOO..!! 😍😍😍",5.0,October 2020,couple,Rev Isaac S,3,,,,,,,,
92,Oct 2020,Well done🤩🤩🤩🤩,"The best hotel in Hyderabad I hv ever stayed!! Staff and service is absolutely amazingggg🤩🤩 Food and ambience are at their best👍🏻

My special thanks to Feroz who has always given his best, he is my fav and an asset to your brand🤩🤩 Very humble, kind and smiling gentleman🤩🤩

I would give 5/5 to Lemon Tree🤩🤩🤩🤩",5.0,October 2020,business,D G,2,,,,,,,,
93,Oct 2020,Always a pleasure staying at lemon tree premier,I have a travel based job and spend atleast 1 week in Hyderabad every month. Lemon tree has made my stay in the city extremely safe and hassle free. Kunal deserves special mention for his great customer support.,5.0,September 2020,business,Abhishek,2,,,,,,,,
94,Oct 2020,Travelling❤️,In the current pandemic while travelling from mumbai to kolkata thought of taking a break and after so many choices finally opted for lemon tree...for one night and turned out to be an excellent experience with lemon tree two reception guys Dipayan and Kunal were excellent at their services from check in to giving wake up calls check out everything was fluent. Food was also great will definitely come back if had a chance.,5.0,October 2020,solo,Ranit S,2,,,,,,,,
95,Oct 2020,BEST SERVICE EVER,"Like ages i have been staying in this hotel they haven’t disappointed me anytime in the midst of this pandemic i was afraid of staying in the hotel rooms but lemon tree i can trust with my blind eyes....Thank you Lemon Tree for taking care of me always
Yet again Dipayan thrilled me with his service thanks buddy see you soon.",5.0,October 2020,family,mohd shareef,3,1,"Hyderabad, India",,,,,,
